FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
160628;2200;168,9;;;
160628;2300;48,6299;;;
160629;0000;95,7997;;;
160629;0100;79,7;;;
160629;0200;43,91;;;
160629;0300;44,81;;;
160629;0400;30,91;;;
160629;0500;19,59;;;
160629;0600;17,56;;;
160629;0700;25,67;;;
160629;0800;41,2;;;
160629;0900;45,93;;;
160629;1000;37,83;;;
160629;1100;37,14;;;
160629;1200;33,73;;;
160629;1300;22,28;;;
160629;1400;14,18;;;
160629;1500;19,58;;;
160629;1600;22,95;;;
160629;1700;37,14;;;
160629;1800;74,2798;;;
160629;1900;104,7;;;
160629;2000;57,4;;;
160629;2100;54,71;;;
160629;2200;59,36;;;
160629;2300;57,42;;;
160630;0000;44,58;;;
160630;0100;50,66;;;
160630;0200;42,56;;;
160630;0300;37,8;;;
160630;0400;47,3;;;
160630;0500;35,8;;;
160630;0600;33,77;;;
160630;0700;25,67;;;
160630;0800;18,24;;;
160630;0900;23,65;;;
160630;1000;20,94;;;
160630;1100;20,26;;;
160630;1200;26,34;;;
160630;1300;25,67;;;
160630;1400;25,65;;;
160630;1500;27,69;;;
160630;1600;29,05;;;
160630;1700;33,77;;;
160630;1800;33,1;;;
160630;1900;35,8;;;
160630;2000;39,18;;;
160630;2100;22,97;;;
160630;2200;26,34;;;
160630;2300;19,52;;;
160701;0000;22,83;;;
160701;0100;22,96;;;
160701;0200;18,91;;;
160701;0300;13,51;;;
160701;0400;12,83;;;
160701;0500;12,42;;;
160701;0600;12,15;;;
160701;0700;9,45;;;
160701;0800;12,83;;;
160701;0900;11,49;;;
160701;1000;13,39;;;
160701;1100;22,28;;;
160701;1200;20,94;;;
160701;1300;29,71;;;
160701;1400;49,29;;;
160701;1500;57,37;;;
160701;1600;51,28;;;
160701;1700;39,15;;;
160701;1800;58,05;;;
160701;1900;32,41;;;
160701;2000;39,84;;;
160701;2100;44,5699;;;
160701;2200;33,7599;;;
160701;2300;26,34;;;
160702;0000;33,7599;;;
160702;0100;41,1899;;;
160702;0200;41,87;;;
160702;0300;35,58;;;
160702;0400;33,09;;;
160702;0500;39,85;;;
160702;0600;35,8;;;
160702;0700;34,45;;;
160702;0800;34,4399;;;
160702;0900;41,8799;;;
160702;1000;44,7;;;
160702;1100;41,87;;;
160702;1200;39,84;;;
160702;1300;28,68;;;
160702;1400;39,84;;;
160702;1500;33,24;;;
160702;1600;42,53;;;
160702;1700;47,2599;;;
160702;1800;99,2;;;
160702;1900;108,8;;;
160702;2000;124,9;;;
160702;2100;94,7998;;;
160702;2200;116,8;;;
160702;2300;214,7;;;
160703;0000;191,1;;;
160703;0100;132,8;;;
160703;0200;97,2;;;
160703;0300;103,3;;;
160703;0400;82,3999;;;
160703;0500;72,48;;;
160703;0600;54,02;;;
160703;0700;91,8999;;;
160703;0800;118,8;;;
160703;0900;54,6899;;;
160703;1000;33,7599;;;
160703;1100;29,04;;;
160703;1200;33,75;;;
160703;1300;28,48;;;
160703;1400;39,2;;;
160703;1500;33,75;;;
160703;1600;55,35;;;
160703;1700;72,22;;;
160703;1800;54,0099;;;
160703;1900;60,09;;;
160703;2000;50,64;;;
160703;2100;46,59;;;
160703;2200;85,7998;;;
160703;2300;86,5;;;
160704;0000;78,36;;;
160704;0100;97,3999;;;
160704;0200;33,77;;;
160704;0300;79,0298;;;
160704;0400;60,79;;;
160704;0500;54,71;;;
160704;0600;57,42;;;
160704;0700;31,07;;;
160704;0800;30,8;;;
160704;0900;31,07;;;
160704;1000;31,06;;;
160704;1100;30,5;;;
160704;1200;46,59;;;
160704;1300;38,48;;;
160704;1400;37,1299;;;
160704;1500;31,63;;;
160704;1600;28,69;;;
160704;1700;37,8;;;
160704;1800;35,78;;;
160704;1900;42,96;;;
160704;2000;;;70,23;
160704;2100;133,7;;;
160704;2200;395,1;;;
160704;2300;74,98;;;
160705;0000;188,5;;;
160705;0100;206;;;
160705;0200;193,6;;;
160705;0300;103,3;;;
160705;0400;57,42;;;
160705;0500;48,6299;;;
160705;0600;41,21;;;
160705;0700;68,22;;;
160705;0800;41,8799;;;
160705;0900;33,1;;;
160705;1000;45,25;;;
160705;1100;64,5298;;;
160705;1200;82,3999;;;
160705;1300;89,7998;;;
160705;1400;66,9398;;;
160705;1500;61,42;;;
160705;1600;50,62;;;
160705;1700;68,1698;;;
160705;1800;63,45;;;
160705;1900;97,8999;;;
160705;2000;62,8;;;
160705;2100;48,46;;;
160705;2200;31,73;;;
160705;2300;28,36;;;
160706;0000;27,68;;;
160706;0100;22,28;;;
160706;0200;23,58;;;
160706;0300;27,69;;;
160706;0400;20,94;;;
160706;0500;22,28;;;
160706;0600;24,98;;;
160706;0700;25,66;;;
160706;0800;27;;;
160706;0900;25,66;;;
160706;1000;30,39;;;
160706;1100;31,06;;;
160706;1200;26,34;;;
160706;1300;27,69;;;
160706;1400;33,7599;;;
160706;1500;35,79;;;
160706;1600;38,49;;;
160706;1700;52,67;;;
160706;1800;37,14;;;
160706;1900;38,49;;;
160706;2000;45,24;;;
160706;2100;45,24;;;
160706;2200;43,21;;;
160706;2300;37,14;;;
160707;0000;29,04;;;
160707;0100;24,31;;;
160707;0200;27,76;;;
160707;0300;27,69;;;
160707;0400;26,34;;;
160707;0500;31,74;;;
160707;0600;29,04;;;
160707;0700;29,71;;;
160707;0800;38,49;;;
160707;0900;42,12;;;
160707;1000;45,25;;;
160707;1100;45,9399;;;
160707;1200;46,6;;;
160707;1300;44,55;;;
160707;1400;40,5;;;
160707;1500;35,78;;;
160707;1600;32,46;;;
160707;1700;59,21;;;
160707;1800;85,7998;;;
160707;1900;366,7;;;
160707;2000;185;;;
160707;2100;123,6;;;
160707;2200;117,5;;;
160707;2300;153,3;;;
160708;0000;277,6;;;
160708;0100;254;;;
160708;0200;76,33;;;
160708;0300;40,54;;;
160708;0400;108,8;;;
160708;0500;22,29;;;
160708;0600;34,4399;;;
160708;0700;33,47;;;
160708;0800;45,2599;;;
160708;0900;53,97;;;
160708;1000;43,9;;;
160708;1100;45,24;;;
160708;1200;33,08;;;
160708;1300;34,36;;;
160708;1400;33,08;;;
160708;1500;33,21;;;
160708;1600;39,1899;;;
160708;1700;75,25;;;
160708;1800;54,6899;;;
160708;1900;115,1;;;
160708;2000;133;;;
160708;2100;142;;;
160708;2200;93,2;;;
160708;2300;143,9;;;
160709;0000;150;;;
160709;0100;87;;;
160709;0200;78,34;;;
160709;0300;66,2;;;
160709;0400;64,85;;;
160709;0500;66,87;;;
160709;0600;71,6;;;
160709;0700;68,22;;;
160709;0800;79,7;;;
160709;0900;81,7;;;
160709;1000;64,1499;;;
160709;1100;57,4;;;
160709;1200;54,68;;;
160709;1300;41,85;;;
160709;1400;43,08;;;
160709;1500;35,78;;;
160709;1600;28,75;;;
160709;1700;51,15;;;
160709;1800;117,9;;;
160709;1900;319,4;;;
160709;2000;163,4;;;
160709;2100;240,8;;;
160709;2200;195,8;;;
160709;2300;152;;;
160710;0000;90,5;;;
160710;0100;48,6299;;;
160710;0200;41,8799;;;
160710;0300;33,53;;;
160710;0400;29,79;;;
160710;0500;33,1;;;
160710;0600;43,2;;;
160710;0700;42,56;;;
160710;0800;38,5;;;
160710;0900;34,45;;;
160710;1000;34,45;;;
160710;1100;32,42;;;
160710;1200;34,45;;;
160710;1300;33,77;;;
160710;1400;38,49;;;
160710;1500;55,37;;;
160710;1600;62,12;;;
160710;1700;58,23;;;
160710;1800;93,1;;;
160710;1900;97,8999;;;
160710;2000;69,5498;;;
160710;2100;27,01;;;
160710;2200;17,56;;;
160710;2300;14,28;;;
160711;0000;12,83;;;
160711;0100;12,52;;;
160711;0200;9,45998;;;
160711;0300;9,45998;;;
160711;0400;6,07899;;;
160711;0500;6,74599;;;
160711;0600;8,09998;;;
160711;0700;11,48;;;
160711;0800;10,13;;;
160711;0900;12,66;;;
160711;1000;13,51;;;
160711;1100;22,97;;;
160711;1200;18,24;;;
160711;1300;17,56;;;
160711;1400;16,88;;;
160711;1500;24,49;;;
160711;1600;15,53;;;
160711;1700;28,36;;;
160711;1800;68,8899;;;
160711;1900;52,7599;;;
160711;2000;174,3;;;
160711;2100;184,4;;;
160711;2200;247,2;;;
160711;2300;;;406;
160712;0000;271,5;;;
160712;0100;301,5;;;
160712;0200;239,1;;;
160712;0300;172,9;;;
160712;0400;23,64;;;
160712;0500;28,37;;;
160712;0600;24,32;;;
160712;0700;52,6899;;;
160712;0800;62,81;;;
160712;0900;76,3198;;;
160712;1000;63,49;;;
160712;1100;73,61;;;
160712;1200;111,4;;;
160712;1300;126,1;;;
160712;1400;199,2;;;
160712;1500;151,2;;;
160712;1600;81,7;;;
160712;1700;126,3;;;
160712;1800;270,8;;;
160712;1900;159,3;;;
160712;2000;205,3;;;
160712;2100;71,6;;;
160712;2200;31,06;;;
160712;2300;14,19;;;
160713;0000;13,51;;;
160713;0100;12,15;;;
160713;0200;7,42799;;;
160713;0300;4,727;;;
160713;0400;2,701;;;
160713;0500;4,709;;;
160713;0600;8,78;;;
160713;0700;6,077;;;
160713;0800;6,75;;;
160713;0900;10,8;;;
160713;1000;8,09998;;;
160713;1100;6,073;;;
160713;1200;10,13;;;
160713;1300;10,13;;;
160713;1400;11,48;;;
160713;1500;10,13;;;
160713;1600;15,53;;;
160713;1700;6,753;;;
160713;1800;;;;
160713;1900;;;;
160713;2000;;;;
160713;2100;;;;
160713;2200;11,49;;;
160713;2300;14,87;;;
160714;0000;9,26999;;;
160714;0100;6,07899;;;
160714;0200;6,07899;;;
160714;0300;7,199;;;
160714;0400;6,228;;;
160714;0500;6,26199;;;
160714;0600;8,09;;;
160714;0700;11,48;;;
160714;0800;15,53;;;
160714;0900;15,53;;;
160714;1000;6,753;;;
160714;1100;;;;
160714;1200;;;9,43999;
160714;1300;6,075;;;
160714;1400;4,049;;;
160714;1500;7,425;;;
160714;1600;10,7;;;
160714;1700;16,88;;;
160714;1800;47,9399;;;
160714;1900;51,99;;;
160714;2000;51,3199;;;
160714;2100;31,74;;;
160714;2200;28,37;;;
160714;2300;27,03;;;
160715;0000;28,37;;;
160715;0100;20,26;;;
160715;0200;12,16;;;
160715;0300;13,51;;;
160715;0400;14,86;;;
160715;0500;13,51;;;
160715;0600;9,45;;;
160715;0700;7,42799;;;
160715;0800;10,8;;;
160715;0900;13,46;;;
160715;1000;27,01;;;
160715;1100;20,93;;;
160715;1200;24,3;;;
160715;1300;20,91;;;
160715;1400;8,78;;;
160715;1500;8,09998;;;
160715;1600;12,15;;;
160715;1700;16,2;;;
160715;1800;45,92;;;
160715;1900;46,6;;;
160715;2000;477,6;;;
160715;2100;269,4;;;
160715;2200;114,2;;;
160715;2300;113,5;;;
160716;0000;211,4;;;
160716;0100;236,4;;;
160716;0200;166,1;;;
160716;0300;123,6;;;
160716;0400;42,55;;;
160716;0500;38,5;;;
160716;0600;85,7998;;;
160716;0700;45,93;;;
160716;0800;36,92;;;
160716;0900;36,87;;;
160716;1000;60,11;;;
160716;1100;80,3999;;;
160716;1200;112,8;;;
160716;1300;165,4;;;
160716;1400;123,5;;;
160716;1500;77;;;
160716;1600;112,7;;;
160716;1700;167,4;;;
160716;1800;133;;;
160716;1900;328,9;;;
160716;2000;185,7;;;
160716;2100;323,5;;;
160716;2200;166,8;;;
160716;2300;159,4;;;
160717;0000;198,6;;;
160717;0100;161,4;;;
160717;0200;90,5;;;
160717;0300;152;;;
160717;0400;162,8;;;
160717;0500;95,8999;;;
160717;0600;62,11;;;
160717;0700;57,43;;;
160717;0800;31,07;;;
160717;0900;28,36;;;
160717;1000;33,09;;;
160717;1100;33,09;;;
160717;1200;23,63;;;
160717;1300;37,74;;;
160717;1400;35,79;;;
160717;1500;34,4399;;;
160717;1600;22,95;;;
160717;1700;22,82;;;
160717;1800;18,27;;;
160717;1900;16,88;;;
160717;2000;40,37;;;
160717;2100;37,8199;;;
160717;2200;38,49;;;
160717;2300;78,33;;;
160718;0000;77,6499;;;
160718;0100;126,2;;;
160718;0200;199,2;;;
160718;0300;70,9198;;;
160718;0400;30,93;;;
160718;0500;47,96;;;
160718;0600;31,75;;;
160718;0700;35,6899;;;
160718;0800;56,74;;;
160718;0900;56,74;;;
160718;1000;41,2;;;
160718;1100;18,23;;;
160718;1200;6,75;;;
160718;1300;7,757;;;
160718;1400;5,38499;;;
160718;1500;14,17;;;
160718;1600;22,95;;;
160718;1700;29,68;;;
160718;1800;28,35;;;
160718;1900;31,06;;;
160718;2000;36,16;;;
160718;2100;20,94;;;
160718;2200;33,6;;;
160718;2300;57,4399;;;
160719;0000;41,8799;;;
160719;0100;21,62;;;
160719;0200;26,34;;;
160719;0300;18,35;;;
160719;0400;19,58;;;
160719;0500;21,02;;;
160719;0600;19,59;;;
160719;0700;22,95;;;
160719;0800;23,65;;;
160719;0900;22,05;;;
160719;1000;34,45;;;
160719;1100;36,46;;;
160719;1200;31,06;;;
160719;1300;21,61;;;
160719;1400;19,24;;;
160719;1500;33,08;;;
160719;1600;44,55;;;
160719;1700;45,91;;;
160719;1800;51,98;;;
160719;1900;93,7998;;;
160719;2000;84,3999;;;
160719;2100;80,3999;;;
160719;2200;62,05;;;
160719;2300;77,6499;;;
160720;0000;60,77;;;
160720;0100;56,05;;;
160720;0200;25,66;;;
160720;0300;34,35;;;
160720;0400;20,26;;;
160720;0500;27,69;;;
160720;0600;20,26;;;
160720;0700;17,49;;;
160720;0800;40,52;;;
160720;0900;46,59;;;
160720;1000;27,69;;;
160720;1100;20,14;;;
160720;1200;22,77;;;
160720;1300;19,58;;;
160720;1400;19,58;;;
160720;1500;14,18;;;
160720;1600;22,28;;;
160720;1700;23,63;;;
160720;1800;55,41;;;
160720;1900;83,7;;;
160720;2000;81,7;;;
160720;2100;79;;;
160720;2200;85,8999;;;
160720;2300;79,0099;;;
160721;0000;56,05;;;
160721;0100;99,2998;;;
160721;0200;25,67;;;
160721;0300;24,32;;;
160721;0400;39,85;;;
160721;0500;46,64;;;
160721;0600;46,66;;;
160721;0700;37,83;;;
160721;0800;23,67;;;
160721;0900;20,94;;;
160721;1000;22,29;;;
160721;1100;23,66;;;
160721;1200;27,78;;;
160721;1300;28,36;;;
160721;1400;21,61;;;
160721;1500;24,47;;;
160721;1600;35,78;;;
160721;1700;52,65;;;
160721;1800;80,3999;;;
160721;1900;79,0099;;;
160721;2000;132,3;;;
160721;2100;68,8799;;;
160721;2200;178,3;;;
160721;2300;170,8;;;
160722;0000;243,1;;;
160722;0100;207,4;;;
160722;0200;223,6;;;
160722;0300;125;;;
160722;0400;103,5;;;
160722;0500;79,0298;;;
160722;0600;42,56;;;
160722;0700;56,74;;;
160722;0800;93,2;;;
160722;0900;134,4;;;
160722;1000;151,3;;;
160722;1100;127,6;;;
160722;1200;36,46;;;
160722;1300;35,1;;;
160722;1400;29,03;;;
160722;1500;17,32;;;
160722;1600;18,23;;;
160722;1700;31,73;;;
160722;1800;34,43;;;
160722;1900;209,9;;;
160722;2000;78,3098;;;
160722;2100;99,2998;;;
160722;2200;104;;;
160722;2300;122,2;;;
160723;0000;42;;;
160723;0100;42,54;;;
160723;0200;16,21;;;
160723;0300;20,26;;;
160723;0400;18,91;;;
160723;0500;14,86;;;
160723;0600;14,92;;;
160723;0700;20,93;;;
160723;0800;27,01;;;
160723;0900;59,42;;;
160723;1000;42,54;;;
160723;1100;60,98;;;
160723;1200;98,6;;;
160723;1300;107,4;;;
160723;1400;52,78;;;
160723;1500;55,37;;;
160723;1600;73,59;;;
160723;1700;67,5298;;;
160723;1800;144,5;;;
160723;1900;91,2;;;
160723;2000;126,9;;;
160723;2100;54,7;;;
160723;2200;134,4;;;
160723;2300;74,95;;;
160724;0000;79,0099;;;
160724;0100;51,17;;;
160724;0200;35,79;;;
160724;0300;17,56;;;
160724;0400;11,49;;;
160724;0500;16,7;;;
160724;0600;13,51;;;
160724;0700;10,81;;;
160724;0800;12,53;;;
160724;0900;21,61;;;
160724;1000;16,7;;;
160724;1100;21,61;;;
160724;1200;17,56;;;
160724;1300;22,96;;;
160724;1400;34,4399;;;
160724;1500;32,47;;;
160724;1600;46,59;;;
160724;1700;19,58;;;
160724;1800;41,87;;;
160724;1900;73,61;;;
160724;2000;56,06;;;
160724;2100;10,81;;;
160724;2200;16,89;;;
160724;2300;27,69;;;
160725;0000;12,16;;;
160725;0100;7,25;;;
160725;0200;8,09;;;
160725;0300;7,42999;;;
160725;0400;6,07;;;
160725;0500;5,404;;;
160725;0600;11,48;;;
160725;0700;19,59;;;
160725;0800;13,51;;;
160725;0900;20,94;;;
160725;1000;15,7;;;
160725;1100;14,86;;;
160725;1200;12,16;;;
160725;1300;10,56;;;
160725;1400;8,78;;;
160725;1500;8,78;;;
160725;1600;9,45;;;
160725;1700;10,13;;;
160725;1800;38,49;;;
160725;1900;66,86;;;
160725;2000;112,2;;;
160725;2100;67,5498;;;
160725;2200;100,6;;;
160725;2300;88,5;;;
160726;0000;99,2;;;
160726;0100;18,24;;;
160726;0200;22,29;;;
160726;0300;8,78;;;
160726;0400;10,12;;;
160726;0500;12,14;;;
160726;0600;10,79;;;
160726;0700;9,53;;;
160726;0800;8,84;;;
160726;0900;14,86;;;
160726;1000;22,28;;;
160726;1100;28,56;;;
160726;1200;19,58;;;
160726;1300;19,02;;;
160726;1400;14,18;;;
160726;1500;12,96;;;
160726;1600;14,12;;;
160726;1700;24,98;;;
160726;1800;50,79;;;
160726;1900;46,59;;;
160726;2000;34,35;;;
160726;2100;31,66;;;
160726;2200;32,46;;;
160726;2300;181;;;
160727;0000;167,9;;;
160727;0100;195,2;;;
160727;0200;185,1;;;
160727;0300;152,8;;;
160727;0400;38,5;;;
160727;0500;23,64;;;
160727;0600;25,66;;;
160727;0700;37,8199;;;
160727;0800;24,31;;;
160727;0900;31,74;;;
160727;1000;37,14;;;
160727;1100;21,59;;;
160727;1200;28,35;;;
160727;1300;31,05;;;
160727;1400;17,12;;;
160727;1500;14,16;;;
160727;1600;20,93;;;
160727;1700;29,03;;;
160727;1800;27,66;;;
160727;1900;30,41;;;
160727;2000;33,09;;;
160727;2100;265,4;;;
160727;2200;127;;;
160727;2300;98;;;
160728;0000;79,0298;;;
160728;0100;154,7;;;
160728;0200;110,8;;;
160728;0300;40,29;;;
160728;0400;92,5;;;
160728;0500;50,66;;;
160728;0600;27,69;;;
160728;0700;33,77;;;
160728;0800;133,1;;;
160728;0900;127;;;
160728;1000;41,1899;;;
160728;1100;41,1899;;;
160728;1200;46,58;;;
160728;1300;38,43;;;
160728;1400;37,81;;;
160728;1500;41,8799;;;
160728;1600;43,21;;;
160728;1700;77,6698;;;
160728;1800;120,9;;;
160728;1900;178,3;;;
160728;2000;137,1;;;
160728;2100;166,8;;;
160728;2200;318,1;;;
160728;2300;237,1;;;
160729;0000;162,8;;;
160729;0100;139,8;;;
160729;0200;131,1;;;
160729;0300;55,41;;;
160729;0400;62,14;;;
160729;0500;41,2;;;
160729;0600;52,6899;;;
160729;0700;79,0298;;;
160729;0800;120,9;;;
160729;0900;54,71;;;
160729;1000;29,7;;;
160729;1100;76,2998;;;
160729;1200;83;;;
160729;1300;27;;;
160729;1400;18,94;;;
160729;1500;48,6;;;
160729;1600;14,85;;;
160729;1700;14,14;;;
160729;1800;38,48;;;
160729;1900;74,2798;;;
160729;2000;224,9;;;
160729;2100;168,1;;;
160729;2200;214,1;;;
160729;2300;157,4;;;
160730;0000;114,9;;;
160730;0100;169,6;;;
160730;0200;166,2;;;
160730;0300;88,5;;;
160730;0400;52,0099;;;
160730;0500;60,12;;;
160730;0600;35,79;;;
160730;0700;21,61;;;
160730;0800;16,88;;;
160730;0900;33,7599;;;
160730;1000;21,67;;;
160730;1100;24,97;;;
160730;1200;31,72;;;
160730;1300;29,03;;;
160730;1400;19,86;;;
160730;1500;34,43;;;
160730;1600;31,42;;;
160730;1700;33,09;;;
160730;1800;34,17;;;
160730;1900;54,02;;;
160730;2000;49,97;;;
160730;2100;31,06;;;
160730;2200;65,5099;;;
160730;2300;114,8;;;
160731;0000;70,25;;;
160731;0100;60,12;;;
160731;0200;85,7998;;;
160731;0300;83,7998;;;
160731;0400;49,31;;;
160731;0500;58,77;;;
160731;0600;59,16;;;
160731;0700;59,4399;;;
160731;0800;65,5199;;;
160731;0900;41,2;;;
160731;1000;27,01;;;
160731;1100;14,18;;;
160731;1200;9,48999;;;
160731;1300;12,14;;;
160731;1400;10,8;;;
160731;1500;12,15;;;
160731;1600;8,09998;;;
160731;1700;33,75;;;
160731;1800;52,67;;;
160731;1900;61,85;;;
160731;2000;282,9;;;
160731;2100;217,5;;;
160731;2200;353,5;;;
160731;2300;312,1;;;
160801;0000;438,5;;;
160801;0100;303,3;;;
160801;0200;149,3;;;
160801;0300;140,1;;;
160801;0400;100,6;;;
160801;0500;80,3999;;;
160801;0600;49,31;;;
160801;0700;43,23;;;
160801;0800;44,58;;;
160801;0900;24,99;;;
160801;1000;20,26;;;
160801;1100;8,73999;;;
160801;1200;8,09998;;;
160801;1300;8,76999;;;
160801;1400;10,79;;;
160801;1500;10,11;;;
160801;1600;12,9;;;
160801;1700;16,88;;;
160801;1800;59,4;;;
160801;1900;94,6;;;
160801;2000;44,59;;;
160801;2100;30,39;;;
160801;2200;27,69;;;
160801;2300;62,14;;;
160802;0000;24,99;;;
160802;0100;17,56;;;
160802;0200;21,62;;;
160802;0300;18,24;;;
160802;0400;15,54;;;
160802;0500;19,59;;;
160802;0600;20,95;;;
160802;0700;8,78;;;
160802;0800;10,13;;;
160802;0900;13,51;;;
160802;1000;39,85;;;
160802;1100;62,8199;;;
160802;1200;41,1899;;;
160802;1300;50,8799;;;
160802;1400;33,0699;;;
160802;1500;23,61;;;
160802;1600;47,2599;;;
160802;1700;53,3199;;;
160802;1800;120,2;;;
160802;1900;128,9;;;
160802;2000;75,61;;;
160802;2100;63,47;;;
160802;2200;149,4;;;
160802;2300;78,33;;;
160803;0000;80,3999;;;
160803;0100;85,7998;;;
160803;0200;122,9;;;
160803;0300;89,7998;;;
160803;0400;64,3999;;;
160803;0500;61,47;;;
160803;0600;51,34;;;
160803;0700;39,86;;;
160803;0800;56,75;;;
160803;0900;56,0699;;;
160803;1000;44,66;;;
160803;1100;56,0699;;;
160803;1200;43,89;;;
160803;1300;39,83;;;
160803;1400;29,02;;;
160803;1500;29,35;;;
160803;1600;33,85;;;
160803;1700;30,36;;;
160803;1800;33,75;;;
160803;1900;;;;
160803;2000;116,1;;;
160803;2100;123,6;;;
160803;2200;76,99;;;
160803;2300;53,36;;;
160804;0000;142,5;;;
160804;0100;203,3;;;
160804;0200;160,9;;;
160804;0300;89,8999;;;
160804;0400;100;;;
160804;0500;57,41;;;
160804;0600;39,18;;;
160804;0700;44,65;;;
160804;0800;29,05;;;
160804;0900;41,87;;;
160804;1000;48,62;;;
160804;1100;21,61;;;
160804;1200;14,18;;;
160804;1300;12,11;;;
160804;1400;9,45;;;
160804;1500;5,96;;;
160804;1600;6,73199;;;
160804;1700;13,5;;;
160804;1800;24,3;;;
160804;1900;46,58;;;
160804;2000;52,67;;;
160804;2100;36,74;;;
160804;2200;32,42;;;
160804;2300;29,05;;;
160805;0000;33,1;;;
160805;0100;37,83;;;
160805;0200;30,4;;;
160805;0300;31,75;;;
160805;0400;26,34;;;
160805;0500;26,14;;;
160805;0600;23,64;;;
160805;0700;24,76;;;
160805;0800;22,97;;;
160805;0900;22,29;;;
160805;1000;21,62;;;
160805;1100;20,26;;;
160805;1200;16,21;;;
160805;1300;16,21;;;
160805;1400;19,96;;;
160805;1500;13,51;;;
160805;1600;13,5;;;
160805;1700;16,18;;;
160805;1800;47,9399;;;
160805;1900;41,1899;;;
160805;2000;36,47;;;
160805;2100;39,18;;;
160805;2200;36,79;;;
160805;2300;29,05;;;
160806;0000;25;;;
160806;0100;23,64;;;
160806;0200;23,64;;;
160806;0300;65,47;;;
160806;0400;16,21;;;
160806;0500;14,19;;;
160806;0600;15,72;;;
160806;0700;41,8799;;;
160806;0800;68,87;;;
160806;0900;18,23;;;
160806;1000;18,9;;;
160806;1100;8,78;;;
160806;1200;4,12299;;;
160806;1300;8,76999;;;
160806;1400;10,8;;;
160806;1500;13,53;;;
160806;1600;15,52;;;
160806;1700;24,95;;;
160806;1800;41,15;;;
160806;1900;47,2;;;
160806;2000;52,65;;;
160806;2100;64,1299;;;
160806;2200;35,78;;;
160806;2300;58,0699;;;
160807;0000;29,71;;;
160807;0100;39,17;;;
160807;0200;35,28;;;
160807;0300;14,18;;;
160807;0400;13,51;;;
160807;0500;13,51;;;
160807;0600;15,53;;;
160807;0700;10,8;;;
160807;0800;18,23;;;
160807;0900;18,9;;;
160807;1000;17,55;;;
160807;1100;18,23;;;
160807;1200;18,23;;;
160807;1300;16,22;;;
160807;1400;17,08;;;
160807;1500;8,09998;;;
160807;1600;9,43999;;;
160807;1700;12,15;;;
160807;1800;17,55;;;
160807;1900;19,23;;;
160807;2000;60,77;;;
160807;2100;122,2;;;
160807;2200;27,01;;;
160807;2300;11,48;;;
160808;0000;11,48;;;
160808;0100;6,086;;;
160808;0200;6,865;;;
160808;0300;8,10999;;;
160808;0400;11,49;;;
160808;0500;14,19;;;
160808;0600;15,54;;;
160808;0700;16,21;;;
160808;0800;10,81;;;
160808;0900;15,75;;;
160808;1000;16,89;;;
160808;1100;17,44;;;
160808;1200;17,45;;;
160808;1300;10,8;;;
160808;1400;15,53;;;
160808;1500;13,51;;;
160808;1600;12,15;;;
160808;1700;22,28;;;
160808;1800;38,48;;;
160808;1900;54,02;;;
160808;2000;36,46;;;
160808;2100;35,11;;;
160808;2200;26,34;;;
160808;2300;20,26;;;
160809;0000;19,59;;;
160809;0100;19,53;;;
160809;0200;16,67;;;
160809;0300;11,49;;;
160809;0400;12,35;;;
160809;0500;9,64998;;;
160809;0600;10,67;;;
160809;0700;10,68;;;
160809;0800;15,59;;;
160809;0900;15,57;;;
160809;1000;18,23;;;
160809;1100;20,93;;;
160809;1200;21,6;;;
160809;1300;16,2;;;
160809;1400;25,64;;;
160809;1500;25,65;;;
160809;1600;47,25;;;
160809;1700;44,55;;;
160809;1800;44,56;;;
160809;1900;74,2699;;;
160809;2000;323,5;;;
160809;2100;91,8999;;;
160809;2200;86,7998;;;
160809;2300;152,7;;;
160810;0000;212,8;;;
160810;0100;172,3;;;
160810;0200;97,8999;;;
160810;0300;98,1;;;
160810;0400;75,6499;;;
160810;0500;27,72;;;
160810;0600;24,99;;;
160810;0700;41,99;;;
160810;0800;40,53;;;
160810;0900;76,25;;;
160810;1000;35,11;;;
160810;1100;31,05;;;
160810;1200;25,81;;;
160810;1300;21,6;;;
160810;1400;24,3;;;
160810;1500;24,98;;;
160810;1600;272;;;
160810;1700;41,18;;;
160810;1800;73,58;;;
160810;1900;78,33;;;
160810;2000;45,24;;;
160810;2100;22,61;;;
160810;2200;22,96;;;
160810;2300;31,74;;;
160811;0000;26,94;;;
160811;0100;14,86;;;
160811;0200;15,53;;;
160811;0300;18,22;;;
160811;0400;16,89;;;
160811;0500;17,56;;;
160811;0600;18,24;;;
160811;0700;29,05;;;
160811;0800;23,64;;;
160811;0900;25,1;;;
160811;1000;24,99;;;
160811;1100;14,86;;;
160811;1200;15,53;;;
160811;1300;;;;
160811;1400;16,21;;;
160811;1500;22,96;;;
160811;1600;23,46;;;
160811;1700;25,66;;;
160811;1800;54,68;;;
160811;1900;88,3999;;;
160811;2000;62,12;;;
160811;2100;34,29;;;
160811;2200;199,2;;;
160811;2300;121,6;;;
160812;0000;92,5;;;
160812;0100;109,4;;;
160812;0200;78,36;;;
160812;0300;52,6899;;;
160812;0400;46,61;;;
160812;0500;62,14;;;
160812;0600;37,83;;;
160812;0700;46,61;;;
160812;0800;33,77;;;
160812;0900;39,18;;;
